,0,1,2
0,1.090970541794714,7.986069405267163,0.12
1,4.50441914599474,7.591358248088771,0.26
2,8.283886324373695,8.405985546923144,0.18
3,6.008003485588899,3.680103620196604,0.35
4,8.629389625343112,1.7021910058350127,0.18
5,2.363453962897825,3.713671657886663,0.44
6,3.0748003461350493,4.375863815927137,0.22
